Unnamed: 0,CID,SMILES,Solubility,Experiment Solubility-PubChem
3070,10106.0,CC(C)C12CCC(O1)(CC2)C,"SLIGHTLY SOL IN WATER; SOL IN BENZENE, PETROLEUM ETHER; SOL IN ALL PROPORTION IN ETHER, ALC","SLIGHTLY SOL IN WATER; SOL IN BENZENE, PETROLEUM ETHER; SOL IN ALL PROPORTION IN ETHER, ALC"
3071,10107.0,CCOP(=O)(OCC)OC(=CCl)C1=C(C=C(C=C1)Cl)Cl,3.45e-04 M,"Miscible with most common organic solvents, e.g. acetone, ethanol, kerosene, xylene, propylene glycol, dichloromethane, hexane."
3072,10108.0,CC1=CC(CC(=O)C1)(C)C,873.3 mg/L @ 25 °C (est),
3073,10109.0,C(CCl)S(=O)(=O)CCCl,0.03 M,
3074,10110.0,C#CC(=O)O,"Very soluble in water, ether, ethanol, chloroform","Very soluble in water, ether, ethanol, chloroform"
3075,10111.0,CN=C(N)N,0.02 M,1.78 mg/mL
3076,10112.0,C(=O)([O-])[O-].[Ca+2],"0.001 % (NIOSH, 2016)","0.001 % (NIOSH, 2024)"
3077,10124.0,C1=CC(=CC=C1N)S(=O)(=O)C2=CN=C(S2)N,0.00 M,
3078,10129.0,CC1CCC2CC1C2(C)C,"less than 1 mg/mL at 68° F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
3079,10132.0,C(=O)(C(=O)O)C(=O)O,1e+006 mg/L @ 25 °C (est),
3080,10133.0,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1e+006 mg/L @ 25 °C (est),
3081,10140.0,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,7.09e-06 M,
3082,10149.0,CC1=C(C(=C2C(=C1O)C(=O)C=C(C2=O)OC)O)CC(=O)C,SOL IN ALKALIS,SOL IN ALKALIS
3083,10168.0,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,"less than 1 mg/mL at 63° F (NTP, 1992)","less than 1 mg/mL at 63 °F (NTP, 1992)"
3084,10176.0,C1CC2=C3C1=CC=CC3=CC4=C2C=CC5=CC=CC=C54,1.38e-08 M,"In water, 3.5X10-3 mg/L at 25 °C"
3085,10178.0,CN(C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],"0.02 % (NIOSH, 2016)","0.02 % (NIOSH, 2024)"
3086,10180.0,CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O,3.15e-03 g/L,3.15e-03 g/L
3087,10187.0,C1=CC2=CC3=C(C(=CC=C3)O)C(=C2C(=C1)O)O,"less than 1 mg/mL at 63° F (NTP, 1992)","less than 1 mg/mL at 63 °F (NTP, 1992)"
3088,10189.0,CC1=CC(=O)C2=C(C=C(C=C2O1)OC)O,812.3 mg/L @ 25 °C (est),
3089,10194.0,CC1=CC(=C(C(=C1)C)C(=O)O)C,0.00 M,
3090,10195.0,C1(C(=O)NC(=O)NC1=O)[N+](=O)[O-],0.01 M,
3091,10198.0,C1CN2CC=C([C@@H]2[C@@H]1O)CO,"Very sol in water, alc; sol in acetone; slightly sol in ether","Very sol in water, alc; sol in acetone; slightly sol in ether"
3092,10207.0,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,45.8 mg/L @ 25 °C (est),
3093,10208.0,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,"less than 1 mg/mL at 64° F (NTP, 1992)","less than 1 mg/mL at 64 °F (NTP, 1992)"
3094,10210.0,C1=CC=C(C(=C1)C2=CC=CC=C2C(=O)O)C(=O)O,0.01 M,
3095,10212.0,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,Slightly soluble in water,Slightly soluble in water
3096,10215.0,C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O,"less than 1 mg/mL (NTP, 1992)","less than 1 mg/mL (NTP, 1992)"
3097,10219.0,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,"MODERATELY SOL IN DILUTE AMMONIUM HYDROXIDE; SOL IN ETHER, ALCOHOL, ACETONE; SLIGHTLY SOL IN CHLOROFORM, BENZENE; INSOL IN GLACIAL ACETIC ACID; SOL IN 80% ACETIC ACID","MODERATELY SOL IN DILUTE AMMONIUM HYDROXIDE; SOL IN ETHER, ALCOHOL, ACETONE; SLIGHTLY SOL IN CHLOROFORM, BENZENE; INSOL IN GLACIAL ACETIC ACID; SOL IN 80% ACETIC ACID"
3098,10222.0,CC1=C2C=CC3=C(C2=CC=C1)C=CC(=C3)C(C)C,"less than 1 mg/mL at 64° F (NTP, 1992)","less than 1 mg/mL at 64 °F (NTP, 1992)"
3099,10223.0,CC1=CC2C(CCC(=C2CC1)C)C(C)C,0.04863 mg/L @ 25 °C (est),
3100,10228.0,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,4.91e-05 M,"In water, 12.0 mg/L at 30 °C"
3101,10231.0,COC1=C(C2=C(C=C1CC=C)OCO2)OC,27.68 mg/L @ 25 °C (est),
3102,10234.0,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C=C(C)C,3.10e-06 M,Insoluble in water but soluble in organic solvents as follows: acetone 78%; ethanol 11%; isophorone 57%; kerosene 10%; xylene 70%
3103,10235.0,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,"Soluble in 13 parts acetone, 1.3 parts methanol, 3.5 parts alcohol, 30 parts benzene, 10 parts ethyl acetone, 2.0 parts chloroform; practically insoluble in petroleum ether",>28.5 [ug/mL] (The mean of the results at pH 7.4)
3104,10236.0,C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,"1 to 5 mg/mL at 68° F (NTP, 1992)","1 to 5 mg/mL at 68 °F (NTP, 1992)"
3105,10241.0,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,"INSOL IN WATER; SOL IN ALCOHOL, ACETONE, BENZENE; VERY SOL IN ETHER, TOLUENE, HOT BENZENE","INSOL IN WATER; SOL IN ALCOHOL, ACETONE, BENZENE; VERY SOL IN ETHER, TOLUENE, HOT BENZENE"
3106,10248.0,COC1=CC(=CC(=C1OC)OC)CC=C,133.2 mg/L @ 25 °C (est),Practically insoluble to insoluble in water
3107,10250.0,C1=CN=C2C(=N1)C(=O)NC(=O)N2,0.01 M,
3108,10254.0,CC1=CC(=C(C(=C1)C)C=O)C,106 mg/L @ 25 °C (est),
3109,10256.0,C1=CC=C2C(=C1)C(=CN2)C=O,2927 mg/L @ 25 °C (est),
3110,10267.0,C([C@@H]1[C@H]([C@@H]([C@](O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O,94 mg/mL,94 mg/mL
3111,10268.0,C1=COC=C1C(=O)O,64 mg/mL,64 mg/mL
3112,10271.0,C1=C(C=C(C(=C1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],"Insoluble (NTP, 1992)","Insoluble (NTP, 1992)"
3113,10273.0,C1=CN=CC(=C1C(=O)O)C(=O)O,0.01 M,
3114,10279.0,CC(=O)C1=C(C=CC(=C1)O)O,1.507e+004 mg/L @ 25 °C (est),
3115,10281.0,CC1=CC(=O)C(=CC1=O)C(C)C,865.3 mg/L @ 25 °C (est),
3116,10282.0,CC1=CC(C(CC1)C(C)C)O,360.2 mg/L @ 25 °C (est),
3117,10285.0,CC1=CC=NC2=CC=CC=C12,Slightly soluble in water,Slightly soluble in water
3118,10286.0,C1=CC=C2C(=C1)C(=O)C=CO2,5228 mg/L @ 25 °C (est),
3119,10288.0,CC1=CC2=C(C(=C1)O)C(=C3C(=C2)C=CC=C3O)O,8.74e-04 M,
3120,10292.0,C1=CC=C(C(=C1)C2=CC=C(C=C2)N)N,VERY SLIGHTLY SOL IN ALCOHOL OR ETHER,VERY SLIGHTLY SOL IN ALCOHOL OR ETHER
3121,10297.0,C[C@@H]([C@@H](C1=CC=CC=C1)O)N,Freely soluble,Freely soluble
3122,10298.0,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C,"SOL IN ETHYL ETHER, VERY SOL IN ETHANOL.","SOL IN ETHYL ETHER, VERY SOL IN ETHANOL."
3123,10303.0,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O,ALMOST INSOL IN WATER; SOL IN ALC & ACETIC ACID,ALMOST INSOL IN WATER; SOL IN ALC & ACETIC ACID
3124,10307.0,C1=CC=C2C=C(C=CC2=C1)N(CCCl)CCCl,"less than 1 mg/mL at 72° F (NTP, 1992)","less than 1 mg/mL at 72 °F (NTP, 1992)"
3125,10313.0,C1=CC=C(C=C1)C(=O)NO,"5 to 10 mg/mL at 74.7° F (NTP, 1992)","5 to 10 mg/mL at 74.7 °F (NTP, 1992)"
3126,10316.0,C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-],"less than 1 mg/mL at 68° F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
3127,10317.0,C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N,"PALE YELLOW NEEDLES FROM WATER; SLIGHTLY SOL IN HOT WATER; SOL IN ALCOHOL, ETHER, CHLOROFORM, BENZENE /BASE/","PALE YELLOW NEEDLES FROM WATER; SLIGHTLY SOL IN HOT WATER; SOL IN ALCOHOL, ETHER, CHLOROFORM, BENZENE /BASE/"
3128,10320.0,C1=CC=C(C=C1)C(=O)NNC2=CC=C(C=C2)N=O,2.07e-05 M,IN WATER 5 PPM; SOL IN ORGANIC SOLVENTS
3129,10321.0,CC#CC#CC(=O)C1=CC=CC=C1,286.4 mg/L @ 25 °C (est),
3130,10322.0,C1OC2=C(O1)C=C(C=C2)CO,"In water, 3.05X10+4 mg/L at 25 °C (est)",Slightly soluble in water
3131,10326.0,C1CC2=CC=CC=C2C1,9.22e-04 M,
3132,10328.0,C1CNC2=CC=CC=C21,0.09 M,
3133,10329.0,C1COC2=CC=CC=C21,1491 mg/L @ 25 °C (est),
3134,10332.0,CC1=CC(=C(C=C1)N)N,"less than 1 mg/mL at 63Â° F (NTP, 1992)","less than 1 mg/mL at 63 °F (NTP, 1992)"
3135,10336.0,CC=C(C)C=O,0.30 M,Slightly soluble in water; soluble in ether and most oils
3136,10337.0,C(C(CO)Cl)O,"Soluble (NTP, 1992)","Soluble (NTP, 1992)"
3137,10340.0,C(=O)([O-])[O-].[Na+].[Na+],Freely soluble in water. Insoluble in ethanol,Freely soluble in water. Insoluble in ethanol
3138,10341.0,C1C=CC(=O)O1,"In water, 8.50X10+5 mg/L at 25 °C (est)",Soluble in water
3139,10342.0,CC1OCCO1,7.57 M,
3140,10346.0,CC1=CC(=C(C=C1C(C)(C)C)C(C)(C)C)O,"PRACTICALLY INSOL IN WATER, ETHYLENE GLYCOL; SOL IN ALC, BENZENE, CARBON TETRACHLORIDE, ETHER, ACETONE","PRACTICALLY INSOL IN WATER, ETHYLENE GLYCOL; SOL IN ALC, BENZENE, CARBON TETRACHLORIDE, ETHER, ACETONE"
3141,10347.0,C1=C(OC(=C(C1=O)O)C(=O)O)C(=O)O,0.04 M,8.4 mg/mL at 25 °C
3142,10349.0,CC(CC(=O)O)C(=O)O,"greater than or equal to 100 mg/mL at 72° F (NTP, 1992)","greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)"
3143,10353.0,CC1CCC(CC1)C(C)(C)O,278 mg/L @ 25 °C (est),
3144,10355.0,CN1CCC=C(C1)C(=O)O,1e+006 mg/L @ 25 °C (est),
3145,10362.0,CC1CCC(CC1=O)C(C)C,257.3 mg/L @ 25 °C (est),
3146,10364.0,CC1=C(C=C(C=C1)C(C)C)O,0.01 M,"SLIGHTLY SOL IN WATER; SOL IN ETHANOL, ETHER, ALKALIS; VERY SOLUBLE IN ACETONE"
3147,10365.0,C1=CN=C(C=C1C(=O)O)C(=O)O,0.01 M,
3148,10366.0,C1=C(C=NC=C1C(=O)O)C(=O)O,0.01 M,
3149,10367.0,C1=CC(=NC(=C1)C(=O)O)C(=O)O,0.03 M,5 mg/mL at 25 °C
3150,10372.0,COP(=S)(OC)OC1=CC(=C(C=C1)[N+](=O)[O-])Cl,1.34e-04 M,"Miscible in benzene, alcohol, ether"
3151,10377.0,CCCCCC1=CC(=CC(=C1)O)O,"less than 1 mg/mL at 66° F (NTP, 1992)","less than 1 mg/mL at 66 °F (NTP, 1992)"
3152,10378.0,C1=CC=C(C=C1)NC(=O)C(=O)O,0.05 M,
3153,10387.0,C1=CC=C(C=C1)COC(=O)Cl,"SOL IN ETHER, ACETONE, BENZENE","SOL IN ETHER, ACETONE, BENZENE"
3154,10391.0,C1=CC=C(C=C1)CNC(=O)CCCl,5.06e-04 M,
3155,10393.0,C1=CC(=CC=C1CCO)O,1.238e+005 mg/L @ 25 °C (est),
3156,10394.0,C1=CC(=CC=C1CCC(=O)O)O,6.182e+004 mg/L @ 25 °C (est),
3157,10396.0,CCCCCCCCCCCCCCC1CCC(=O)O1,Practically insoluble or insoluble in water,Practically insoluble or insoluble in water
3158,10400.0,C1CCCC(=O)CC1,"INSOL IN WATER; SOL IN ETHER, VERY SOL IN ALCOHOL","INSOL IN WATER; SOL IN ETHER, VERY SOL IN ALCOHOL"
3159,10401.0,C1CCC(=O)OCC1,Solubility in water: miscible,Solubility in water: miscible
3160,10402.0,CC(CCC=C(C)C)CC(=O)O,slightly,slightly
3161,10404.0,CCOC(=S)SSC(=S)OCC,1.14e-05 M,
3162,10405.0,CCCCC(=O)CCCC,0.00 M,Soluble in ethanol; very soluble in ether and chloroform
3163,10413.0,C(CC(=O)O)CO,"Very soluble in water, alcohol and ether.","Very soluble in water, alcohol and ether."
3164,10418.0,C1C(O1)CF,"greater than or equal to 100 mg/mL at 61° F (NTP, 1992)","greater than or equal to 100 mg/mL at 61 °F (NTP, 1992)"
3165,10423.0,C1COC1,"10 to 50 mg/mL at 68° F (NTP, 1992)","10 to 50 mg/mL at 68 °F (NTP, 1992)"
3166,10426.0,C(=O)(OC(Cl)(Cl)Cl)Cl,"INSOL IN WATER; SOL IN ETHANOL, VERY SOL IN ETHER","INSOL IN WATER; SOL IN ETHANOL, VERY SOL IN ETHER"
3167,10427.0,C(S(=O)(=O)O)S(=O)(=O)O,8.90 M,
3168,10429.0,CC(=CCCl)C,"INSOL IN WATER; SOL IN ALCOHOL, ETHER, ACETONE; VERY SOL IN CHLOROFORM","INSOL IN WATER; SOL IN ALCOHOL, ETHER, ACETONE; VERY SOL IN CHLOROFORM"
3169,10430.0,CC(C)CC(=O)O,"INSOL IN WATER; SOL IN ALCOHOL, ETHER, ACETONE; VERY SOL IN CHLOROFORM",
3170,10438.0,CC(=CC(=O)C=C(C)C)C,Solubility in water: poor,Solubility in water: poor
3171,10439.0,C1=CC=NC(=C1)N,"10 to 50 mg/mL at 66° F (NTP, 1992)","10 to 50 mg/mL at 66 °F (NTP, 1992)"
3172,10442.0,C(CO)CO,"In water, 1.0X10+6 mg/L at 25 °C (est)",Miscible with water
3173,10448.0,CSCCCO,4.745e+004 mg/L @ 25 °C (est),"slightly soluble in water; soluble in alcohol, propylene glycol and oils"
3174,10450.0,C1COCOC1,"greater than or equal to 100 mg/mL at 68° F (NTP, 1992)","greater than or equal to 100 mg/mL at 68 °F (NTP, 1992)"
3175,10451.0,C1CSCSC1,1384 mg/L @ 25 °C (est),
