Unnamed: 0,CID,SMILES,Solubility,Experiment Solubility-PubChem
1043,5479.0,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,>37.1 [ug/mL],>37.1 [ug/mL] (The mean of the results at pH 7.4)
1044,5482.0,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl,1.65e-02 g/L,1.65e-02 g/L
1045,5487.0,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,slightly soluble,41.1 [ug/mL] (The mean of the results at pH 7.4)
1046,5497.0,CCN(CC)C(=O)C1=CN=CC=C1,"greater than or equal to 100 mg/mL at 73° F (NTP, 1992)","greater than or equal to 100 mg/mL at 73 °F (NTP, 1992)"
1047,5503.0,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,"less than 1 mg/mL at 77° F (NTP, 1992)","less than 1 mg/mL at 77 °F (NTP, 1992)"
1048,5504.0,C1CN=C(N1)CC2=CC=CC=C2,"less than 1 mg/mL at 77° F (NTP, 1992)",
1049,5505.0,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,>40.6 [ug/mL],>40.6 [ug/mL] (The mean of the results at pH 7.4)
1050,5510.0,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,"less than 1 mg/mL at 72° F (NTP, 1992)","less than 1 mg/mL at 72 °F (NTP, 1992)"
1051,5513.0,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)C)NC1,"SOLUBLE IN ETHANOL, METHANOL, DIOXANE, PROPYLENE GLYCOL; PRACTICALLY INSOLUBLE IN WATER, ETHER, PETROLEUM ETHER","SOLUBLE IN ETHANOL, METHANOL, DIOXANE, PROPYLENE GLYCOL; PRACTICALLY INSOLUBLE IN WATER, ETHER, PETROLEUM ETHER"
1052,5526.0,C1CC(CCC1CN)C(=O)O,1.06 M,
1053,5531.0,CCN(CC)C1=CC(=NC2=NC=NN12)C,>30.8 [ug/mL],>30.8 [ug/mL] (The mean of the results at pH 7.4)
1054,5533.0,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,"In water, 27.6 mg/L at 25 °C (est)",2.90e-01 g/L
1055,5541.0,CC(=O)OCC(COC(=O)C)OC(=O)C,0.27 M,"In water, 52,130 mg/L at 24.5 °C"
1056,5543.0,CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl,1.31e-05 M,"In water, 4 mg/L at 25 Â°C"
1057,5546.0,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,"less than 1 mg/mL at 68° F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
1058,5558.0,C(Br)(Br)Br,"less than 0.1 mg/mL at 72.5° F (NTP, 1992)","less than 0.1 mg/mL at 72.5 °F (NTP, 1992)"
1059,5561.0,C(CCl)N(CCCl)CCCl,7.82e-04 M,The undiluted liq decomp on standing and forms polymeric quaternary ammonium salts which are insol in the free base
1060,5563.0,C(C(Cl)(Cl)Cl)OP(=O)(O)O,SOL IN WATER /MONOSODIUM/,SOL IN WATER /MONOSODIUM/
1061,5564.0,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,3.45e-05 M,"In water, 10 mg/L at 20 °C"
1062,5565.0,C(CNCCNCCN)N,"greater than or equal to 100 mg/mL at 68.4° F (NTP, 1992)","greater than or equal to 100 mg/mL at 68.4 Â°F (NTP, 1992)"
1063,5566.0,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,"greater than or equal to 100 mg/mL at 68.4° F (NTP, 1992)",
1064,5568.0,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,"SOL IN WATER, ALC, & ACETONE; INSOL IN ETHER /HCL/","SOL IN WATER, ALC, & ACETONE; INSOL IN ETHER /HCL/"
1065,5569.0,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],"less than 0.1 mg/mL at 72.5° F (NTP, 1992)","less than 0.1 mg/mL at 72.5 °F (NTP, 1992)"
1066,5570.0,C[N+]1=CC=CC(=C1)C(=O)[O-],"In water, 1.0X10+6 mg/L at 25 °C (est) /miscible/",
1067,5572.0,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,"Crystals; decomp at 258.5 °C; pH of 1% aq soln 5.5-6.0; solubility (g/100 mL): water at 25 °C 1.0, alcohol 6, chloroform 5; more soluble in methanol; very slightly soluble in ether, benzene /Hydrochloride/","Crystals; decomp at 258.5 °C; pH of 1% aq soln 5.5-6.0; solubility (g/100 mL): water at 25 °C 1.0, alcohol 6, chloroform 5; more soluble in methanol; very slightly soluble in ether, benzene /Hydrochloride/"
1068,5573.0,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C,Insoluble,Insoluble
1069,5574.0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C,Insoluble,
1070,5576.0,CC1(C(=O)N(C(=O)O1)C)C,<0.3 [ug/mL],<0.3 [ug/mL] (The mean of the results at pH 7.4)
1071,5577.0,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,<0.3 [ug/mL],
1072,5578.0,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,"less than 1 mg/mL at 75° F (NTP, 1992)","less than 1 mg/mL at 75 °F (NTP, 1992)"
1073,5584.0,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,Slightly soluble,Slightly soluble
1074,5585.0,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,21.51 mg/L @ 25 °C (est),
1075,5587.0,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,"Very soluble (NTP, 1992)","Very soluble (NTP, 1992)"
1076,5593.0,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,>42.7 [ug/mL],>42.7 [ug/mL] (The mean of the results at pH 7.4)
1077,5596.0,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,6.68e-05 g/L,6.68e-05 g/L
1078,5610.0,C1=CC(=CC=C1CCN)O,SOL IN WATER /TYRAMINE HYDROCHLORIDE/,SOL IN WATER /TYRAMINE HYDROCHLORIDE/
1079,5611.0,CCCC(=O)NC1=C(C=C(C(=C1I)CC(CC)C(=O)O)I)I,slightly water soluble,slightly water soluble
1080,5625.0,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,8.60e-02 g/L,8.60e-02 g/L
1081,5634.0,C=CCCCCCCCCC(=O)O,Insoluble,Insoluble
1082,5641.0,CCOC(=O)N,"greater than or equal to 100 mg/mL at 72° F (NTP, 1992)","greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)"
1083,5646.0,CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,"Solubility at 25 °C (g/100 ml): acetone, 0.77; ethyl acetate, 0.88; fural, 7.32; furfuryl alcohol, 1.21","Solubility at 25 °C (g/100 ml): acetone, 0.77; ethyl acetate, 0.88; fural, 7.32; furfuryl alcohol, 1.21"
1084,5649.0,CC1C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C,Insoluble in water,Insoluble in water
1085,5651.0,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,"White solid; solubility in water: greater than 100 mg/mL; moderately soluble in methanol; insoluble in higher alcohols, acetone, ether; UV max absorption (water): 282 nm (e = 40, 1%, 1 cm) /Vancomycin hydrochloride/","White solid; solubility in water: greater than 100 mg/mL; moderately soluble in methanol; insoluble in higher alcohols, acetone, ether; UV max absorption (water): 282 nm (e = 40, 1%, 1 cm) /Vancomycin hydrochloride/"
1086,5657.0,CC1CCC2C(C3(C(CC4(C5CCC6C7(C5(CC4(C3CN2C1)O)OC6(C(CC7)OC(=O)C8=CC(=C(C=C8)OC)OC)O)C)O)O)O)(C)O,SOL IN WATER; SLIGHTLY SOL IN ETHER,SOL IN WATER; SLIGHTLY SOL IN ETHER
1087,5658.0,CC=C(C)C(=O)OC1CCC2(C3C1(OC24CC5(C6CN7CC(CCC7C(C6(C(CC5(C4CC3)O)O)O)(C)O)C)O)O)C,9.63e-04 M,
1088,5662.0,C1CCC(C(C1)N2CCC(CC2)C3=CC=CC=C3)O,>38.9 [ug/mL],>38.9 [ug/mL] (The mean of the results at pH 7.4)
1089,5672.0,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,White to yellow or light brown amorphous powder. MF: C45H54N4O8.2C4H6O6. MW: 1079.12. Aqueous solubility: >1000 mg/ml in distilled water. pH approx 3.5 /Tartrate/,
1090,5694.0,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,"In water, 47.42 mg/L at 25 °C (est)",
1091,5717.0,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,9.62e-04 g/L,9.62e-04 g/L
1092,5719.0,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,4.03e-02 g/L,4.03e-02 g/L
1093,5727.0,Cl[Zn]Cl,432 g/100 g water at 25 °C; 614 g/100 g water at 100 °C,"435 % at 70 °F (NIOSH, 2024)"
1094,5734.0,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,>31.8 [ug/mL],>31.8 [ug/mL] (The mean of the results at pH 7.4)
1095,5735.0,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,>58.3 [ug/mL],>58.3 [ug/mL] (The mean of the results at pH 7.4)
1096,5736.0,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Poorly soluble,Poorly soluble
1097,5742.0,C(=N)(N)N.Cl,"Solubility in water, g/100ml at 20 °C: 215","Solubility in water, g/100ml at 20 °C: 215"
1098,5743.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,"less than 1 mg/mL at 77° F (NTP, 1992)","less than 1 mg/mL at 77 °F (NTP, 1992)"
1099,5744.0,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,3.49e-05 M,
1100,5745.0,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,3.49e-05 M,
1101,5746.0,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,"Soluble (NTP, 1992)","Soluble (NTP, 1992)"
1102,5749.0,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,1.36e-04 g/L,1.36e-04 g/L
1103,5753.0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,5.74e-04 M,0.199 mg/mL
1104,5754.0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,5.74e-04 M,
1105,5755.0,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,5.74e-04 M,
1106,5756.0,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,"Slightly soluble in ethyl ether, benzene, trifluoroacetic acid; very soluble in pyridine","Slightly soluble in ethyl ether, benzene, trifluoroacetic acid; very soluble in pyridine"
1107,5757.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,"Slightly soluble in ethyl ether, benzene, trifluoroacetic acid; very soluble in pyridine",
1108,5758.0,C1=CC(=C(C(=C1)Cl)C(=O)O)Cl,"1 to 10 mg/mL at 66° F (NTP, 1992)","1 to 10 mg/mL at 66 °F (NTP, 1992)"
1109,5759.0,C1=CC(=C(C(=C1Cl)C(=O)O)Cl)Cl,0.03 M,Soluble in ethyl ether
1110,5760.0,CN1C2CCC1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,0.01 M,
1111,5761.0,CCN(CC)C(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,Water soluble,Water soluble
1112,5763.0,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2.Cl,>52.2 [ug/mL],>52.2 [ug/mL] (The mean of the results at pH 7.4)
1113,5768.0,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O.COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O.OS(=O)(=O)O,"WHITE; VERY BITTER; ODORLESS; FINE CRYSTALS; FREQUENTLY COHERING IN MASSES; PH (1% AQUEOUS SOLN): 6.0-6.8 PKA: 4.2, 8.8; SPECIFIC OPTICAL ROTATION: +212 @ 25 °C/D (95% ALCOHOL); ABOUT + 260 @ 25 °C/D (DILUTE HYDROCHLORIC ACID); DOES NOT LOSE ALL OF ITS WATER BELOW 120 °C 1 G DISSOLVES IN ABOUT 90 ML WATER, 15 ML BOILING WATER, 10 ML ALCOHOL, 3 ML METHANOL, 12 ML CHLOROFORM; INSOL IN ETHER, BENZENE; /DIHYDRATE/","WHITE; VERY BITTER; ODORLESS; FINE CRYSTALS; FREQUENTLY COHERING IN MASSES; PH (1% AQUEOUS SOLN): 6.0-6.8 PKA: 4.2, 8.8; SPECIFIC OPTICAL ROTATION: +212 @ 25 °C/D (95% ALCOHOL); ABOUT + 260 @ 25 °C/D (DILUTE HYDROCHLORIC ACID); DOES NOT LOSE ALL OF ITS WATER BELOW 120 °C 1 G DISSOLVES IN ABOUT 90 ML WATER, 15 ML BOILING WATER, 10 ML ALCOHOL, 3 ML METHANOL, 12 ML CHLOROFORM; INSOL IN ETHER, BENZENE; /DIHYDRATE/"
1114,5770.0,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,"less than 1 mg/mL at 72° F (NTP, 1992)","less than 1 mg/mL at 72 °F (NTP, 1992)"
1115,5773.0,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=CC=C4,SOL IN WATER,SOL IN WATER
1116,5775.0,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,"In water, 4.59 mg/L at 25 °C (est)",2.72e-01 g/L
1117,5781.0,C1(=O)C(=O)NC(=O)NC1=O,"greater than or equal to 100 mg/mL at 70.7° F (NTP, 1992)",Sol in benzene
1118,5784.0,C1=CC(=C(C=C1Cl)C(=O)O)Cl,"less than 1 mg/mL at 66° F (NTP, 1992)","less than 1 mg/mL at 66 °F (NTP, 1992)"
1119,5786.0,C1=C(C(=CC(=C1Cl)Cl)Cl)C(=O)O,0.00 M,
1120,5787.0,C1=CC(=C(C=C1Cl)Cl)C(=O)O,"less than 1 mg/mL at 66° F (NTP, 1992)","less than 1 mg/mL at 66 °F (NTP, 1992)"
1121,5789.0,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,73.5 mg/mL,73.5 mg/mL
1122,5790.0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O,73.5 mg/mL,
1123,5792.0,C1=CC=C(C=C1)C(C2=NC3=CC=CC=C3N2)O,>33.6 [ug/mL],>33.6 [ug/mL] (The mean of the results at pH 7.4)
1124,5794.0,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,"less than 1 mg/mL at 64° F (NTP, 1992)","less than 1 mg/mL at 64 °F (NTP, 1992)"
1125,5798.0,C1=CC=C2C(=C1)NC=N2,>17.7 [ug/mL],>17.7 [ug/mL] (The mean of the results at pH 7.4)
1126,5799.0,C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4,"less than 1 mg/mL at 61° F (NTP, 1992)","less than 1 mg/mL at 61 °F (NTP, 1992)"
1127,5801.0,C1=CC=C(C(=C1)N)O,"less than 0.1 mg/mL at 70° F (NTP, 1992)","less than 0.1 mg/mL at 70 °F (NTP, 1992)"
1128,5802.0,C1=C(C(=O)NC(=O)N1)Br,"less than 1 mg/mL at 75° F (NTP, 1992)","less than 1 mg/mL at 75 °F (NTP, 1992)"
1129,5807.0,CC(C)NCC(C1=CC(=C(C=C1)O)O)O.Cl,>37.2 [ug/mL],>37.2 [ug/mL] (The mean of the results at pH 7.4)
1130,5810.0,C1[C@H](CN[C@@H]1C(=O)O)O,"Soluble in water at 0, 25, 50, and 60 °C","Soluble in water at 0, 25, 50, and 60 °C"
1131,5811.0,C1=C(C=C(C=C1Cl)Cl)C(=O)O,7.70e-04 M,
1132,5815.0,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,1.00 M,>50 [ug/mL] (The mean of the results at pH 7.4)
1133,5816.0,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,"less than 0.1 mg/mL at 64° F (NTP, 1992)","less than 0.1 mg/mL at 64 °F (NTP, 1992)"
1134,5817.0,C1=CC(=C(C=C1C(=O)O)Cl)Cl,3.20e-04 M,
1135,5824.0,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.COS(=O)(=O)[O-],>50.2 [ug/mL],>50.2 [ug/mL] (The mean of the results at pH 7.4)
1136,5826.0,C[C@@H](CC1=CC=CC=C1)N,Moderately Soluble,Moderately Soluble
1137,5827.0,CC(=O)NC1=CC=C(C=C1)OC,0.09 M,
1138,5828.0,C1=CC(=CC=C1N)O.Cl,Very sol in water; sol in alcohol,Very sol in water; sol in alcohol
1139,5831.0,C[N+](C)(C)CCOC(=O)N.[Cl-],1 g in 1 ml water,1 g in 1 ml water
1140,5832.0,CC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C,1.61e-05 M,
1141,5833.0,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,5.28e-05 M,Soluble in most organic solvents
1142,5834.0,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O,4.27e-05 M,
1143,5838.0,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,0.01 M,
1144,5839.0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C=O)O,0.01 M,
1145,5842.0,C=CCC1(C(=O)NC(=O)NC1=O)CC=C,0.01 M,
