Unnamed: 0,CID,SMILES,Solubility,Experiment Solubility-PubChem
77,311.0,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"greater than or equal to 100 mg/mL at 72° F (NTP, 1992)","greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)"
78,312.0,[Cl-],6.3 mg/mL at 25 °C,6.3 mg/mL at 25 °C
79,313.0,Cl,"82.3 g/100 g at 32° F (NTP, 1992)","82.3 g/100 g at 32 °F (NTP, 1992)"
80,323.0,C1=CC=C2C(=C1)C=CC(=O)O2,"less than 0.1 mg/mL at 63.5° F (NTP, 1992)","less than 0.1 mg/mL at 63.5 °F (NTP, 1992)"
81,325.0,CC(C)C1=CC=C(C=C1)CO,slightly,slightly
82,326.0,CC(C)C1=CC=C(C=C1)C=O,282 mg/L @ 20 °C (exp),282 mg/L @ 20 °C (exp)
83,332.0,COC1=C(C=CC(=C1)C=C)O,insoluble in water; soluble in oils,insoluble in water; soluble in oils
84,335.0,CC1=CC=CC=C1O,"less than 1 mg/mL at 66° F (NTP, 1992)","less than 1 mg/mL at 66 °F (NTP, 1992)"
85,342.0,CC1=CC(=CC=C1)O,"10 to 50 mg/mL at 68° F (NTP, 1992)","10 to 50 mg/mL at 68 °F (NTP, 1992)"
86,356.0,CCCCCCCC,"7e-05 % at 77° F (NIOSH, 2016)","7e-05 % at 77 °F (NIOSH, 2024)"
87,359.0,C1=C(C=C(C=C1O)O)O,0.08 M,10.6 mg/mL at 20 °C
88,366.0,CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C,355.3 mg/L @ 25 °C (est),
89,368.0,C(CCNCCCCN)CN,9.774e+005 mg/L @ 25 °C (est),
90,370.0,C1=C(C=C(C(=C1O)O)O)C(=O)O,"Sparingly soluble (NTP, 1992)","Sparingly soluble (NTP, 1992)"
91,379.0,CCCCCCCC(=O)O,"less than 1 mg/mL at 64° F (NTP, 1992)","less than 1 mg/mL at 64 °F (NTP, 1992)"
92,397.0,C1=CC=C2C(=C1)C(=CN2)CC(=O)N,1.344e+004 mg/L @ 25 °C (est),
93,398.0,CC(C)[N+](=O)[O-],"greater than or equal to 0.1 mg/mL at 66° F (NTP, 1992)","greater than or equal to 0.1 mg/mL at 66 °F (NTP, 1992)"
94,402.0,S,"0.4 % (NIOSH, 2016)","0.4 % (NIOSH, 2024)"
95,403.0,C1=CC(=CC=C1N)O,"less than 1 mg/mL at 73° F (NTP, 1992)","less than 1 mg/mL at 73 °F (NTP, 1992)"
96,409.0,C[N+]1(CCCC1C2=CN=CC=C2)[O-],1000 mg/mL,1000 mg/mL
97,412.0,C1CC(NC1)C2=CN=CC=C2,"Miscible in water; Very soluble in alcohol, chloroform, ether, petr ether, kerosene, oils","Miscible in water; Very soluble in alcohol, chloroform, ether, petr ether, kerosene, oils"
98,428.0,C(CN)CN,"Soluble (NTP, 1992)","Soluble (NTP, 1992)"
99,436.0,CNC(=O)CCC(=O)C1=CN=CC=C1,0.004287 mg/L @ 25 °C (est),
100,447.0,C1=CC(=CC(=C1)Cl)C(=O)O,"less than 1 mg/mL at 67.1° F (NTP, 1992)","less than 1 mg/mL at 67.1 °F (NTP, 1992)"
101,449.0,CC(CCO)(CC(=O)O)O,"Very soluble in water, but also soluble in organic solvents, especially polar organic solvents.","Very soluble in water, but also soluble in organic solvents, especially polar organic solvents."
102,454.0,CCCCCCCC=O,0.00 M,"In water, 5.6X10+2 mg/L at 25 °C"
103,457.0,C[N+]1=CC=CC(=C1)C(=O)N,855 mg/mL,855 mg/mL
104,460.0,COC1=CC=CC=C1O,"1 to 10 mg/mL at 73° F (NTP, 1992)","Slightly soluble (NTP, 1992)"
105,464.0,C1=CC=C(C=C1)C(=O)NCC(=O)O,0.02 M,3.75 mg/mL
106,502.0,C(CCNC(=O)N)CN,3.778e+004 mg/L @ 25 °C (est),
107,525.0,C(C(C(=O)O)O)C(=O)O,5.79 M,"In water, 55.8 g/100 g water at 20 °C"
108,527.0,CCC=O,"50 to 100 mg/mL at 64° F (NTP, 1992)","50 to 100 mg/mL at 64 °F (NTP, 1992)"
109,533.0,[SeH2],377 mL in 100 mL water at 4 °C; 270 mL in 100 mL water at 22.5 °C,377 mL in 100 mL water at 4 °C; 270 mL in 100 mL water at 22.5 °C
110,541.0,C1=CC(=CC=C1C=O)[N+](=O)[O-],0.02 M,
111,547.0,C1=CC(=C(C=C1CC(=O)O)O)O,4 mg/mL,4 mg/mL
112,563.0,CSCCC(=O)O,6.737e+004 mg/L @ 25 °C (est),
113,564.0,C(CCC(=O)O)CCN,0.9 [ug/mL],0.9 [ug/mL] (The mean of the results at pH 7.4)
114,568.0,C1=CC=C2C(=C1)C3=CC=CC=C3O2,"less than 1 mg/mL at 68° F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
115,588.0,CN1CC(=O)N=C1N,80.1 mg/mL at 16 °C,80.1 mg/mL at 16 °C
116,597.0,C1=C(NC(=O)N=C1)N,>16.7 [ug/mL],>16.7 [ug/mL] (The mean of the results at pH 7.4)
117,602.0,CC(C(=O)O)N,Solublein water,
118,637.0,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O,>34.1 [ug/mL],>34.1 [ug/mL] (The mean of the results at pH 7.4)
119,650.0,CC(=O)C(=O)C,"greater than or equal to 100 mg/mL at 72° F (NTP, 1992)","greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)"
120,660.0,C1CC(=O)OC2=CC=CC=C21,"less than 1 mg/mL at 68° F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
121,670.0,C(C(=O)CO)O,"In water, 9.3X10+5 mg/L at 25 dege C","In water, 9.3X10+5 mg/L at 25 dege C"
122,674.0,CNC,"24 % at 140° F (NIOSH, 2016)","24 % at 140 °F (NIOSH, 2024)"
123,679.0,CS(=O)C,"greater than or equal to 100 mg/mL at 68° F (NTP, 1992)","greater than or equal to 100 mg/mL at 68 °F (NTP, 1992)"
124,700.0,C(CO)N,"greater than or equal to 100 mg/mL at 68° F (NTP, 1992)","greater than or equal to 100 mg/mL at 68 °F (NTP, 1992)"
125,702.0,CCO,"greater than or equal to 100 mg/mL at 73° F (NTP, 1992)","greater than or equal to 100 mg/mL at 73 °F (NTP, 1992)"
126,712.0,C=O,"Miscible (NIOSH, 2016)","Miscible (NIOSH, 2024)"
127,713.0,C(=O)N,"greater than or equal to 100 mg/mL at 66° F (NTP, 1992)","greater than or equal to 100 mg/mL at 66 °F (NTP, 1992)"
128,727.0,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,"Insoluble (1 mg/100 ml) (NTP, 1992)",very soluble
129,743.0,C(CC(=O)O)CC(=O)O,"greater than or equal to 100 mg/mL at 70° F (NTP, 1992)","greater than or equal to 100 mg/mL at 70 °F (NTP, 1992)"
130,750.0,C(C(=O)O)N,"greater than or equal to 100 mg/mL at 64° F (NTP, 1992)","greater than or equal to 100 mg/mL at 64 °F (NTP, 1992)"
131,751.0,C(C(C=O)O)O,17 mg/mL,17 mg/mL
132,753.0,C(C(CO)O)O,"greater than or equal to 100 mg/mL at 64° F (NTP, 1992)","greater than or equal to 100 mg/mL at 64 °F (NTP, 1992)"
133,754.0,C(C(COP(=O)(O)O)O)O,5.81 M,
134,757.0,C(C(=O)O)O,"In water, 1X10+6 mg/L at 25 °C (est)","Soluble in ethanol, ethyl ether"
135,760.0,C(=O)C(=O)O,"Very soluble in water; slightly soluble in ethanol, ethyl ether, and benzene","Very soluble in water; slightly soluble in ethanol, ethyl ether, and benzene"
136,763.0,C(C(=O)O)N=C(N)N,3.6 mg/mL at 15 °C,3.6 mg/mL at 15 °C
137,767.0,C(=O)(O)O,12.8 mg/mL (cold water),12.8 mg/mL (cold water)
138,768.0,C#N,"Miscible (NIOSH, 2016)","Miscible (NIOSH, 2024)"
139,772.0,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,1.08e+01 g/L,1.08e+01 g/L
140,774.0,C1=C(NC=N1)CCN,14.1 [ug/mL],14.1 [ug/mL] (The mean of the results at pH 7.4)
141,780.0,C1=CC(=C(C=C1O)CC(=O)O)O,5.05 M,850 mg/mL at 25 °C
142,781.0,C(#N)S,Solubility in water: good,Solubility in water: good
143,783.0,[HH],"In water, 1.62 mg/L at 21 °C","In water, 1.62 mg/L at 21 °C"
144,784.0,OO,"greater than or equal to 100 mg/mL at 72° F (NTP, 1992)","greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)"
145,785.0,C1=CC(=CC=C1O)O,"10 to 50 mg/mL at 68° F (NTP, 1992)","10 to 50 mg/mL at 68 °F (NTP, 1992)"
146,787.0,NO,"Very sol in water, liq ammonia, methanol; sparingly sol in ether, benzene, carbon disulfide, chloroform","Very sol in water, liq ammonia, methanol; sparingly sol in ether, benzene, carbon disulfide, chloroform"
147,790.0,C1=NC2=C(N1)C(=O)N=CN2,0.7 mg/mL,
148,791.0,CCC(C)C(C(=O)O)N,21.4 mg/mL at 25 °C,21.4 mg/mL at 25 °C
149,795.0,C1=CN=CN1,Very soluble in water,Very soluble in water
150,802.0,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,>26.3 [ug/mL],>26.3 [ug/mL] (The mean of the results at pH 7.4)
151,807.0,II,"0.01 % (NIOSH, 2016)","0.01 % (NIOSH, 2024)"
152,811.0,C=C(CC(=O)O)C(=O)O,0.59 M,"1 G DISSOLVES IN 12 ML WATER, 5 ML ALC; VERY SLIGHTLY SOL IN BENZENE, CHLOROFORM, CARBON DISULFIDE, PETROLEUM ETHER"
153,813.0,[K+],0.59 M,
154,836.0,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,3.6 mg/mL,3.6 mg/mL
155,838.0,CNCC(C1=CC(=C(C=C1)O)O)O,"Sparingly soluble (NTP, 1992)","Sparingly soluble (NTP, 1992)"
156,849.0,C1CCNC(C1)C(=O)O,314 mg/mL,314 mg/mL
157,860.0,CCC=CCC=CCC=CCCCCCCCC(=O)O,0.1236 mg/L @ 25 °C (est),
158,864.0,C1CSSC1CCCCC(=O)O,"Yellow powder; solubility in ethanol: 50 mg/mL /Synthetic, oxidized form/","Yellow powder; solubility in ethanol: 50 mg/mL /Synthetic, oxidized form/"
159,867.0,C(C(=O)O)C(=O)O,"greater than or equal to 100 mg/mL at 72° F (NTP, 1992)","greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)"
160,873.0,C1=CC=C(C(=C1)CCC(=O)O)O,1.737e+004 mg/L @ 25 °C (est),
161,875.0,C(C(C(=O)O)O)(C(=O)O)O,"1 G DISSOLVES IN 162 ML WATER, IN 16 ML BOILING WATER, IN 8820 ML ALCOHOL; READILY SOL IN DILUTED MINERAL ACIDS; SOL IN SOLN OF ALKALIES OR BORAX; IN WATER APPROX 0.4% @ 10 °C TO 6% @ 100 °C","1 G DISSOLVES IN 162 ML WATER, IN 16 ML BOILING WATER, IN 8820 ML ALCOHOL; READILY SOL IN DILUTED MINERAL ACIDS; SOL IN SOLN OF ALKALIES OR BORAX; IN WATER APPROX 0.4% @ 10 °C TO 6% @ 100 °C"
162,876.0,CSCCC(C(=O)O)N,0.33 M,32.7 mg/mL at 25 °C
163,878.0,CS,"2 % (NIOSH, 2016)","2 % (NIOSH, 2024)"
164,880.0,CC(=O)C=O,"greater than or equal to 100 mg/mL at 63° F (NTP, 1992)","greater than or equal to 100 mg/mL at 63 °F (NTP, 1992)"
165,887.0,CO,"greater than or equal to 100 mg/mL at 70° F (NTP, 1992)","greater than or equal to 100 mg/mL at 70 °F (NTP, 1992)"
166,896.0,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,>34.8 [ug/mL],>34.8 [ug/mL] (The mean of the results at pH 7.4)
167,899.0,CC(=O)NC1C(C(C(OC1O)CO)O)O,>33.2 [ug/mL],
168,903.0,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,>32.7 [ug/mL],>32.7 [ug/mL] (The mean of the results at pH 7.4)
169,904.0,CC(=O)NC1=CC=CC=C1,>20.3 [ug/mL],>20.3 [ug/mL] (The mean of the results at pH 7.4)
170,931.0,C1=CC=C2C=CC=CC2=C1,"less than 1 mg/mL at 72° F (NTP, 1992)","less than 1 mg/mL at 72 °F (NTP, 1992)"
171,935.0,[Ni],"Insoluble (NIOSH, 2016)","Insoluble (NIOSH, 2024)"
172,936.0,C1=CC(=CN=C1)C(=O)N,2.8 [ug/mL],2.8 [ug/mL] (The mean of the results at pH 7.4)
173,938.0,C1=CC(=CN=C1)C(=O)O,>18.5 [ug/mL],>18.5 [ug/mL] (The mean of the results at pH 7.4)
174,944.0,[N+](=O)(O)[O-],"Miscible (NIOSH, 2016)","Miscible (NIOSH, 2024)"
175,947.0,N#N,"In water, 1.81X10+4 mg/L at 21 °C","In water, 1.81X10+4 mg/L at 21 °C"
176,948.0,[N-]=[N+]=O,"0.1 % at 77° F (NIOSH, 2016)","0.1 % at 77 °F (NIOSH, 2024)"
177,949.0,CN(C)C1=CC=CC=C1,"less than 1 mg/mL at 70° F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)"
178,957.0,CCCCCCCCO,0.00 M,"In water, 540 mg/L at 25 °C"
179,962.0,O,Completely miscible,Completely miscible
180,964.0,C(C(=O)C(=O)O)O,soluble in water at 50 g/l at 20°C and white petrolatum at &lt;100 g/kg at 20°C,soluble in water at 50 g/l at 20ï¿½C and white petrolatum at &lt;100 g/kg at 20ï¿½C
181,967.0,C1=C(NC(=O)NC1=O)C(=O)O,"less than 1 mg/mL at 68° F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
182,970.0,C(C(=O)C(=O)O)C(=O)O,134 mg/mL,134 mg/mL
183,971.0,C(=O)(C(=O)O)O,"50 to 100 mg/mL at 75° F (NTP, 1992)","50 to 100 mg/mL at 75 °F (NTP, 1992)"
184,977.0,O=O,39mg/L,39mg/L
185,978.0,C1=CC(=CC=C1C(=O)O)N,>20.6 [ug/mL],>20.6 [ug/mL] (The mean of the results at pH 7.4)
186,980.0,C1=CC(=CC=C1[N+](=O)[O-])O,"less than 0.1 mg/mL at 70° F (NTP, 1992)","less than 0.1 mg/mL at 70 °F (NTP, 1992)"
187,991.0,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],"less than 1 mg/mL at 73° F (NTP, 1992)","less than 1 mg/mL at 73 °F (NTP, 1992)"
188,992.0,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,"less than 1 mg/mL at 68° F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
189,994.0,C1=CC=C(C=C1)CC(C(=O)O)N,Soluble in water and dilute mineral acid and alkali hydroxide solutions,Soluble in water and dilute mineral acid and alkali hydroxide solutions
190,995.0,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,"less than 1 mg/mL at 79° F (NTP, 1992)","less than 1 mg/mL at 79 °F (NTP, 1992)"
191,996.0,C1=CC=C(C=C1)O,"50 to 100 mg/mL at 66° F (NTP, 1992)","50 to 100 mg/mL at 66 °F (NTP, 1992)"
192,997.0,C1=CC=C(C=C1)CC(=O)C(=O)O,112 mg/mL,112 mg/mL
193,998.0,C1=CC=C(C=C1)CC=O,"Slightly soluble in water; insoluble in water; soluble in oils, propylene glycol","Slightly soluble in water; insoluble in water; soluble in oils, propylene glycol"
194,999.0,C1=CC=C(C=C1)CC(=O)O,0.12 M,"In water, 1.73X10+4 mg/L at 25 °C"
195,1000.0,C1=CC=C(C=C1)C(CN)O,45.8 mg/mL,45.8 mg/mL
196,1001.0,C1=CC=C(C=C1)CCN,"In water, 7.49X10+4 mg/L at 25 °C (est)",Soluble in water
197,1004.0,OP(=O)(O)O,"Miscible (NIOSH, 2016)","Miscible (NIOSH, 2024)"
198,1015.0,C(COP(=O)(O)O)N,72 mg/mL,72 mg/mL
199,1017.0,C1=CC=C(C(=C1)C(=O)O)C(=O)O,"less than 1 mg/mL at 68° F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
200,1018.0,C1=CC=NC(=C1)C(=O)O,>18.5 [ug/mL],>18.5 [ug/mL] (The mean of the results at pH 7.4)
201,1024.0,C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O,211.8 mg/L @ 25 °C (est),
202,1030.0,CC(CO)O,"greater than or equal to 100 mg/mL at 70° F (NTP, 1992)","greater than or equal to 100 mg/mL at 70 °F (NTP, 1992)"
203,1031.0,CCCO,"Miscible (NIOSH, 2016)","Miscible (NIOSH, 2024)"
204,1032.0,CCC(=O)O,"greater than or equal to 100 mg/mL at 72° F (NTP, 1992)","greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)"
205,1043.0,C1=CN=C2C(=N1)C=NC=N2,1.08 M,
206,1044.0,C1=C2C(=NC=N1)N=CN2,4.16 M,500.0 mg/mL
207,1045.0,C(CCN)CN,Soluble in water with strongly basic reaction,Soluble in water with strongly basic reaction
208,1046.0,C1=CN=C(C=N1)C(=O)N,>18.5 [ug/mL],>18.5 [ug/mL] (The mean of the results at pH 7.4)
