Unnamed: 0,CID,SMILES,Solubility,Experiment Solubility-PubChem
2012,7500.0,CCC1=CC=CC=C1,"less than 1 mg/mL at 73° F (NTP, 1992)","less than 1 mg/mL at 73 °F (NTP, 1992)"
2013,7501.0,C=CC1=CC=CC=C1,"less than 1 mg/mL at 66° F (NTP, 1992)","less than 1 mg/mL at 66 °F (NTP, 1992)"
2014,7502.0,C=CC1=CC=NC=C1,0.28 M,Soluble in alcohol and chloroform; slightly soluble in ether
2015,7503.0,C1=CC=C(C=C1)CCl,"Reaction (NTP, 1992)","Reaction (NTP, 1992)"
2016,7504.0,C1=CC=C(C=C1)CN,"Reaction (NTP, 1992)",
2017,7505.0,C1=CC=C(C=C1)C#N,"1 to 5 mg/mL at 73° F (NTP, 1992)","1 to 5 mg/mL at 73 °F (NTP, 1992)"
2018,7506.0,C1=CN=CC=C1C#N,0.38 M,
2019,7508.0,C1CC(CC=C1)C=O,"Soluble in acetone and methanol, slightly soluble in cabon tetrachloride.","Soluble in acetone and methanol, slightly soluble in cabon tetrachloride."
2020,7509.0,C1=CC=C(C=C1)CS,Slightly soluble in carbon tetrachloride; soluble in carbon disulfide; very soluble in ethanol and ether,Slightly soluble in carbon tetrachloride; soluble in carbon disulfide; very soluble in ethanol and ether
2021,7510.0,C1=CC(=CN=C1)CO,9.16 M,
2022,7511.0,C1=CC=C(C=C1)[Hg]Cl,"Sol in about 20,000 parts cold water; slightly sol in hot alcohol; sol in benzene, ether, pyridine","Sol in about 20,000 parts cold water; slightly sol in hot alcohol; sol in benzene, ether, pyridine"
2023,7513.0,C1=CC=[C-]C=C1.[Mg+2].[Cl-],Reacts with water,
2024,7515.0,CNC1=CC=CC=C1,"1 to 5 mg/mL at 70.7° F (NTP, 1992)","1 to 5 mg/mL at 70.7 °F (NTP, 1992)"
2025,7516.0,C1=CC=C(C=C1)NN,"Slight (NIOSH, 2016)","Slight (NIOSH, 2024)"
2026,7517.0,C1CCC(=NO)CC1,"less than 1 mg/mL at 68° F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
2027,7518.0,C1=CC=C(C=C1)NO,"Soluble in hot water (NTP, 1992)","Soluble in hot water (NTP, 1992)"
2028,7519.0,COC1=CC=CC=C1,0.01 M,SOLUBLE IN ALCOHOL AND ETHER
2029,7520.0,CSC1=CC=CC=C1,0.00 M,0.506 mg/mL at 25 °C
2030,7521.0,C=CC1=CC=CC=N1,0.26 M,"Very soluble in alcohol, ether, acetone"
2031,7522.0,C1=CC=NC(=C1)C#N,"Soluble in water, alcohol, ether, and benzene.","Soluble in water, alcohol, ether, and benzene."
2032,7525.0,CCN1CCOCC1,"greater than or equal to 100 mg/mL at 68° F (NTP, 1992)","greater than or equal to 100 mg/mL at 68 °F (NTP, 1992)"
2033,7526.0,C1CCN(CC1)N=O,"10 to 50 mg/mL at 72° F (NTP, 1992)","10 to 50 mg/mL at 72 °F (NTP, 1992)"
2034,7528.0,CC1(OCC(O1)CO)C,Solubility in water: miscible,Solubility in water: miscible
2035,7529.0,CC1=CC(=CC=C1)C=C,7.53e-04 M,"In water, 89.0 mg/L at 25 °C"
2036,7531.0,CC(C)(CC1=CC=CC=C1)O,"Soluble in mineral oil, most fixed oils and propylene glycol; insoluble in water","Soluble in mineral oil, most fixed oils and propylene glycol; insoluble in water"
2037,7533.0,C1CCC(CC1)NS(=O)(=O)O,"1 G DISSOLVES IN ABOUT 7.5 ML OF WATER, 4 ML OF ALC, 4 ML OF PROPYLENE GLYCOL, OR 6 ML OF ACETONE; SLIGHTLY SOL IN CHLOROFORM AND INSOL IN HEXANE","1 G DISSOLVES IN ABOUT 7.5 ML OF WATER, 4 ML OF ALC, 4 ML OF PROPYLENE GLYCOL, OR 6 ML OF ACETONE; SLIGHTLY SOL IN CHLOROFORM AND INSOL IN HEXANE"
2038,7540.0,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,"less than 0.1 mg/mL at 68° F (NTP, 1992)","less than 0.1 mg/mL at 68 °F (NTP, 1992)"
2039,7541.0,C1=CC=C(C(=C1)NC2=NC(=NC(=N2)Cl)Cl)Cl,"less than 1 mg/mL at 70° F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)"
2040,7542.0,CC(C(=O)O)OC1=CC(=CC=C1)Cl,0.01 M,"In acetone 790.9, dimethyl sulfoxide 268.5, ethanol 710.8, methanol 716.5, iso-octanol 247.3 (all in g/L, 22 °C. In benzene 24.2, chlorobenzene 17.1, toluene 17.6 (all in g/L, 24 °C). In diethylene glycol 390.6, dimethyl formamide 2,354.5, dioxane 789.2 (all in g/L, 24.5 °C)."
2041,7543.0,C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,"less than 1 mg/mL at 77° F (NTP, 1992)","less than 1 mg/mL at 77 °F (NTP, 1992)"
2042,7546.0,C1=CC=C(C=C1)NC2=CC(=CC=C2)O,"less than 1 mg/mL at 72.5° F (NTP, 1992)","less than 1 mg/mL at 72.5 °F (NTP, 1992)"
2043,7547.0,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,"less than 1 mg/mL at 79° F (NTP, 1992)","less than 1 mg/mL at 79 °F (NTP, 1992)"
2044,7549.0,C1N2CN(CN1CN(C2)N=O)N=O,SOL IN DIMETHYL FORMAMIDE; SOMEWHAT SOL IN PYRIDINE,SOL IN DIMETHYL FORMAMIDE; SOMEWHAT SOL IN PYRIDINE
2045,7550.0,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],"FREELY SOL IN WATER, ALCOHOL, PRACTICALLY INSOL IN ETHER, ACETONE, BENZENE","FREELY SOL IN WATER, ALCOHOL, PRACTICALLY INSOL IN ETHER, ACETONE, BENZENE"
2046,7551.0,C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl,4.26e-05 M,"At 25 °C g/100 g solvent: benzene 32.7 g; n-butylbenzene 11.3 g; n-dodecane less than 0.1 g; n-hexane 0.14 g; isopropylbenzene less than 7.0 g; kerosene 0.39 g; toluene 25.7 g; 2,2,4-trimethylpentane more than 0.3 g; xylene 27.9 g; water 0.0011 g"
2047,7557.0,CC(=CC1=CC=CC=C1)C=O,"less than 1 mg/mL at 70° F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)"
2048,7559.0,COC(=O)CC1=CC=CC=C1,"In water, 2.072X10+3 mg/L at 25 °C (est)","Soluble in most organic solvents; 1:6 in 60% alcohol; insoluble in water, glycerin and propylene glycol."
2049,7560.0,CN(C)C(=O)NC1=CC=CC=C1,>24.6 [ug/mL],>24.6 [ug/mL] (The mean of the results at pH 7.4)
2050,7561.0,CC(=C)C(=O)OC1CCCCC1,INSOL IN WATER,INSOL IN WATER
2051,7563.0,C1=CC=C(C=C1)CC2=CC=C(C=C2)O,3.97e-04 M,
2052,7564.0,C1=CC=C(C=C1)NC2=CC=C(C=C2)N,"less than 1 mg/mL at 66° F (NTP, 1992)","less than 1 mg/mL at 66 °F (NTP, 1992)"
2053,7565.0,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,Insol in water,Insol in water
2054,7567.0,CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C,"less than 1 mg/mL at 72Â° F (NTP, 1992)","less than 1 mg/mL at 72 Â°F (NTP, 1992)"
2055,7569.0,CCCCCCCCC1=CC=C(C=C1)NC2=CC=C(C=C2)CCCCCCCC,"less than 1 mg/mL at 70° F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)"
2056,7570.0,C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,"Insoluble (NTP, 1992)","Insoluble (NTP, 1992)"
2057,7571.0,COC1=CC=C(C=C1)NC2=CC=C(C=C2)OC,"less than 1 mg/mL at 66° F (NTP, 1992)","less than 1 mg/mL at 66 °F (NTP, 1992)"
2058,7573.0,CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,"less than 1 mg/mL at 64° F (NTP, 1992)","less than 1 mg/mL at 64 °F (NTP, 1992)"
2059,7574.0,CC(C)OC1=CC=C(C=C1)NC2=CC=CC=C2,"less than 1 mg/mL at 70° F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)"
2060,7577.0,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,"less than 1 mg/mL at 66° F (NTP, 1992)","less than 1 mg/mL at 66 °F (NTP, 1992)"
2061,7579.0,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,"less than 0.1 mg/mL at 59° F (NTP, 1992)","less than 0.1 mg/mL at 59 °F (NTP, 1992)"
2062,7580.0,C1=CC=C(C=C1)CC2=CC=CC=C2,8.38e-05 M,"In water, 14.1 mg/L at 25 °C"
2063,7582.0,C1CCC(CC1)NC2CCCCC2,"Slightly soluble (NTP, 1992)","Slightly soluble (NTP, 1992)"
2064,7583.0,C1=CC=C(C=C1)OC2=CC=CC=C2,"Insoluble (NTP, 1992)","Insoluble (NTP, 1992)"
2065,7584.0,CCCCCC(=CC1=CC=CC=C1)CO,insoluble in water,insoluble in water
2066,7585.0,CCCCCCC(=CC1=CC=CC=C1)C=O,insoluble in water; miscible in oils,insoluble in water; miscible in oils
2067,7586.0,C1C(O1)COC2=CC(=CC=C2)OCC3CO3,"less than 0.1 mg/mL at 64° F (NTP, 1992)","less than 0.1 mg/mL at 64 °F (NTP, 1992)"
2068,7587.0,CC(=O)CC(=O)NC1=CC=C(C=C1)Cl,"VERY SOL IN ALCOHOL, ETHER, BENZENE","VERY SOL IN ALCOHOL, ETHER, BENZENE"
2069,7589.0,CCC(C)NC1=CC=C(C=C1)NC(C)CC,"less than 1 mg/mL at 68° F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
2070,7590.0,CCOC(=O)CC1=CC=CC=C1,"In water, 1,478 mg/L at 25 °C","In water, 1,478 mg/L at 25 °C"
2071,7591.0,CCOC(=O)NC1=CC=CC=C1,"Slightly soluble in water; freely sol in alcohol, ether","Slightly soluble in water; freely sol in alcohol, ether"
2072,7592.0,CC(=O)CC(=O)NC1=CC=CC=C1,"less than 1 mg/mL at 70° F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)"
2073,7593.0,C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,74.43 mg/L @ 25 °C (est),"insoluble in water; soluble in organic solvents, oils"
2074,7594.0,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,29.5 [ug/mL],29.5 [ug/mL] (The mean of the results at pH 7.4)
2075,7595.0,C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2,"less than 0.1 mg/mL at 64° F (NTP, 1992)","less than 0.1 mg/mL at 64 °F (NTP, 1992)"
2076,7597.0,C1=CC=C(C=C1)OC(=O)OC2=CC=CC=C2,"Practically insol in water; sol in hot alc, benzene, ether, glacial acetic acid","Practically insol in water; sol in hot alc, benzene, ether, glacial acetic acid"
2077,7599.0,COC1=CC=C(C=C1)COC(=O)CC2=CC=CC=C2,10.82 mg/L @ 25 °C (est),"insoluble in water; soluble in organic solvents, oils"
2078,7600.0,CC(C)CCOC(=O)CC1=CC=CC=C1,16.47 mg/L @ 25 Â°C (est),Insoluble in water; soluble in oils
2079,7601.0,C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,5.921 mg/L @ 25 °C (est),Insoluble in water; soluble in oils
2080,7603.0,CCNC1=CC=CC(=C1)C,Sol in ethanol and ethyl ether,Sol in ethanol and ethyl ether
2081,7604.0,CC(=O)NC1=CC=CC(=C1)N,"10 to 50 mg/mL at 75° F (NTP, 1992)","10 to 50 mg/mL at 75 °F (NTP, 1992)"
2082,7610.0,CC1=C(C=CC(=C1)OC)N,"less than 1 mg/mL at 70.7° F (NTP, 1992)","less than 1 mg/mL at 70.7 °F (NTP, 1992)"
2083,7612.0,C1C=CC=C1,"Insoluble (NIOSH, 2016)","Insoluble (NIOSH, 2024)"
2084,7615.0,CC(CN(CCN(CC(C)O)CC(C)O)CC(C)O)O,3.42 M,"MISCIBLE WITH WATER; SOL IN METHANOL, ETHANOL, TOLUENE, ETHYLENE GLYCOL, PERCHLOROETHYLENE"
2085,7616.0,CCCN(CCC)CCC,"less than 1 mg/mL at 66° F (NTP, 1992)","less than 1 mg/mL at 66 °F (NTP, 1992)"
2086,7617.0,C=CCN(CC=C)CC=C,"2.5 mg/mL (NTP, 1992)","2.5 mg/mL (NTP, 1992)"
2087,7618.0,C(CO)N(CCO)CCO,"greater than or equal to 100 mg/mL at 72° F (NTP, 1992)","greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)"
2088,7619.0,C1COCCN1SC2=NC3=CC=CC=C3S2,"INSOL IN WATER, SOL IN BENZENE, ACETONE, METHANOL","INSOL IN WATER, SOL IN BENZENE, ACETONE, METHANOL"
2089,7621.0,CCCCN(CCCC)CCO,"less than 1 mg/mL at 64° F (NTP, 1992)","less than 1 mg/mL at 64 °F (NTP, 1992)"
2090,7622.0,CCCCN(CCCC)CCCC,"Slightly soluble (NTP, 1992)","Slightly soluble (NTP, 1992)"
2091,7624.0,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,7.052e-011 mg/L @ 25 °C (est),
2092,7628.0,B(O)(O)O,"10 to 50 mg/mL at 66° F (NTP, 1992)","10 to 50 mg/mL at 66 °F (NTP, 1992)"
2093,7632.0,CC(C)(CCC1=CC=CC=C1)O,Soluble in fats; Slightly soluble in water,Soluble in fats; Slightly soluble in water
2094,7633.0,CC(=O)OC(C)(C)CCC1=CC=CC=C1,17.74 mg/L @ 25 °C (est),Soluble in oils; Insoluble in water
2095,7635.0,CCCCC(CC)COC(=O)C,"VERY SLIGHTLY SOL IN WATER; MISCIBLE WITH ALCOHOL, OILS, & OTHER ORG SOLVENTS","VERY SLIGHTLY SOL IN WATER; MISCIBLE WITH ALCOHOL, OILS, & OTHER ORG SOLVENTS"
2096,7636.0,CCCCC(CC)COC(=O)C=C,"less than 1 mg/mL at 72° F (NTP, 1992)","less than 1 mg/mL at 72 °F (NTP, 1992)"
2097,7639.0,C1=CC(=CC=C1CSC2=CC=C(C=C2)Cl)Cl,"About 2.9 percent in ethanol; 5-7.5 percent in kerosene; soluble in acetone, benzene, toluene, xylene, petroleum ether.","About 2.9 percent in ethanol; 5-7.5 percent in kerosene; soluble in acetone, benzene, toluene, xylene, petroleum ether."
2098,7641.0,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,"less than 0.1 mg/mL at 72° F (NTP, 1992)","less than 0.1 mg/mL at 72 °F (NTP, 1992)"
2099,7642.0,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,"Insol in water; sol in ethanol, acetone, benzene","Insol in water; sol in ethanol, acetone, benzene"
2100,7643.0,COC(=O)CCC1=CC=CC=C1,683.4 mg/L @ 25 °C (est),insoluble in water
2101,7646.0,CC(C)C(=O)OCC1=CC=CC=C1,157.2 mg/L @ 25 °C (est),"insoluble in water and glycerin, soluble in organic solvents, oils"
2102,7647.0,C1=CC=C(C=C1)CCC2=CC=CC=C2,2.36e-05 M,
2103,7650.0,CCCC(=O)OCC1=CC=CC=C1,136 mg/L @ 25 °C (est),"insoluble in water, glycols, glycerol; soluble in organic solvents, oils"
2104,7651.0,CC(C)CC(=O)OCC1=CC=CC=C1,78.74 mg/L @ 25 °C (est),"insoluble in water; poorly soluble in glycerol, propylene glycol; soluble in oils"
2105,7654.0,CC(=O)OCCC1=CC=CC=C1,710.8 mg/L @ 25 °C (est),"Insoluble in water; soluble in oils, propylene glycol"
2106,7655.0,CC(C)C(=O)OCCC1=CC=CC=C1,51.02 mg/L @ 25 °C (est),Insoluble in water; soluble in oils
2107,7657.0,C1=CC=C(C=C1)COCC2=CC=CC=C2,"less than 1 mg/mL at 70° F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)"
2108,7658.0,CCCC(=O)OCCC1=CC=CC=C1,very slightly,very slightly
2109,7662.0,CC(C)C(=O)OCCCC1=CC=CC=C1,16.47 mg/L @ 25 °C (est),insoluble in water; soluble in oils
2110,7666.0,C1=CC=C(C=C1)CCBr,2.11e-04 M,"Sol in ether, benzene; slightly soluble in carbon tetrachloride"
2111,7668.0,CCCC1=CC=CC=C1,4.34e-04 M,"Very slightly sol in water (0.06 g/l); sol in alcohol, ether"
2112,7669.0,CNCC1=CC=CC=C1,8.25 M,
2113,7670.0,CCNC1=CC=CC=C1,"less than 1 mg/mL at 72° F (NTP, 1992)","less than 1 mg/mL at 72 °F (NTP, 1992)"
2114,7671.0,C1=CC=C(C=C1)NC=O,"10 to 50 mg/mL at 77° F (NTP, 1992)","10 to 50 mg/mL at 77 °F (NTP, 1992)"
2115,7672.0,C1=CC=C(C=C1)N=C=O,"Decomposes in water, alcohol; very soluble in ether","Decomposes in water, alcohol; very soluble in ether"
2116,7674.0,CCOC1=CC=CC=C1,0.00 M,"SOL IN ETHANOL, ETHER, CARBON TETRACHLORIDE"
2117,7675.0,C1=CC=NC(=C1)CCO,"Very soluble in alcohol, chloroform; slightly soluble in ether","Very soluble in alcohol, chloroform; slightly soluble in ether"
2118,7676.0,CCOC1CCC=CO1,VERY SLIGHTLY SOL IN WATER,VERY SLIGHTLY SOL IN WATER
2119,7678.0,CC(=O)CC1=CC=CC=C1,"In water, 2270 mg/L at 25 Â°C (est)","Very soluble in ethanol, diethyl ether; miscible in benzene, xylene; soluble in chloroform"
2120,7681.0,CN(C)CC1=CC=CC=C1,0.09 M,"Solubility in water, g/100ml: 1.2 (moderate)"
2121,7684.0,CC1=CC=C(C=C1)NC(=O)C,"less than 1 mg/mL at 70° F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)"
2122,7685.0,CC1=CC=C(C=C1)OC(=O)C(C)C,insoluble in water; soluble in oils,insoluble in water; soluble in oils
2123,7690.0,COC1=CC=C(C=C1)CC(=O)O,18 mg/mL,18 mg/mL
2124,7691.0,CC(=O)NC1=CC=C(C=C1)[N+](=O)[O-],0.01 M,
2125,7693.0,C1=CC(=CC=C1N=C=O)Cl,"In water, 174 mg/L at 25 °C (est)",Soluble in organic solvents
2126,7695.0,CC(=O)OCC1=CC=C(C=C1)OC,782.9 mg/L @ 25 °C (est),"insoluble in water, glycerol, propylene glycol; soluble in organic solvents, oils"
2127,7699.0,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,Soluble in most organic solvents except aliphatic hydrocarbons,Soluble in most organic solvents except aliphatic hydrocarbons
2128,7700.0,CCCCCCCCCC1=CC=C(C=C1)OCCO,"Solubility in water: >1,000 mg/L /Poly (degree of polymerization=10) oxyethylene para-nonylphenyl/","Solubility in water: >1,000 mg/L /Poly (degree of polymerization=10) oxyethylene para-nonylphenyl/"
2129,7702.0,CCCC1=CC=C(C=C1)OC,63.36 mg/L @ 25 °C (est),"Slightly soluble in water, Miscible in oils"
2130,7704.0,CCCCC1CCC(=O)O1,slightly,slightly
2131,7705.0,CCCCC1=CC=CC=C1,8.79e-05 M,"Miscible with alcohol, ether, benzene"
2132,7707.0,C1=CC=C(C=C1)CCC=O,1624 mg/L @ 25 °C (est),insoluble in water; soluble  in oils
2133,7708.0,C1=CC=C(C=C1)COC=O,4257 mg/L @ 25 °C (est),"insoluble in water; soluble in organic solvents, oils"
2134,7710.0,CCCCCC1CCC(=O)O1,"In water, 1201 mg/L at 25 °C (est)","Soluble in alcohol, most fixed oils, propylene glycol; 1:1 in 60% alcohol"
2135,7711.0,C1=CC=C(C=C1)CCOC=O,slightly,slightly
2136,7714.0,CCCCCCCC1CCC(=O)O1,"soluble in alcohol, most fixed oils and propylene glycol; insoluble in glycerol and in water","soluble in alcohol, most fixed oils and propylene glycol; insoluble in glycerol and in water"
2137,7716.0,CCCCCCCCCCC1=CC=CC=C1,1.10e-08 M,INSOLUBLE IN WATER
2138,7719.0,CCCCC(CC)CN,"less than 1 mg/mL at 70° F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)"
2139,7720.0,CCCCC(CC)CO,"less than 1 mg/mL at 64° F (NTP, 1992)","less than 1 mg/mL at 64 °F (NTP, 1992)"
2140,7721.0,CC1=CC=C(C=C1)CBr,Insoluble in water,Insoluble in water
2141,7722.0,CC1=CC=C(C=C1)CCl,PRACTICALLY INSOL IN WATER; MISCIBLE WITH ABSOLUTE ALCOHOL,PRACTICALLY INSOL IN WATER; MISCIBLE WITH ABSOLUTE ALCOHOL
2142,7723.0,C1=CC(=CC=C1CCl)Cl,SOL IN CARBON DISULFIDE; SLIGHTLY SOL IN ALCOHOL,SOL IN CARBON DISULFIDE; SLIGHTLY SOL IN ALCOHOL
2143,7724.0,CC1=CC=C(C=C1)C#N,"less than 1 mg/mL at 63° F (NTP, 1992)","less than 1 mg/mL at 63 °F (NTP, 1992)"
2144,7725.0,CC1=CC=C(C=C1)C=O,0.02 M,"Miscible with ethanol, ethyl ether, acetone; very soluble in chloroform"
2145,7726.0,C1=CC(=CC=C1C=O)Cl,"less than 1 mg/mL at 67.1° F (NTP, 1992)","less than 1 mg/mL at 67.1 °F (NTP, 1992)"
2146,7728.0,CCC1=CN=C(C=C1)C,0.10 M,"Sol in alc, ether, benzene, dilute acids, concn sulfuric acid"
2147,7729.0,C1=CC(=CC=C1N=O)O,"less than 1 mg/mL at 70° F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)"
2148,7731.0,CC1=CC=C(C=C1)OC,"INSOL IN WATER; SOL IN ETHER, ETHANOL, AND CHLOROFORM.","INSOL IN WATER; SOL IN ETHER, ETHANOL, AND CHLOROFORM."
2149,7732.0,COC1=CC=C(C=C1)N,"less than 1 mg/mL at 68° F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
2150,7733.0,CC(C)COC(=O)CCC1=CC=CO1,very slightly,very slightly
2151,7734.0,CCC1=CC=C(C=C1)CC,1.85e-04 M,"Miscible in ethanol, ethyl ether and acetone"
2152,7735.0,C1CC(CCC1CO)CO,"In water, 920,000 mg/L at 20 °C","In water, 920,000 mg/L at 20 °C"
2153,7737.0,C1=CC(=CC=C1NO)N=O,"less than 0.1 mg/mL at 72.5° F (NTP, 1992)","less than 0.1 mg/mL at 72.5 °F (NTP, 1992)"
2154,7738.0,COC1=CC=C(C=C1)CO,0.01 M,2 mg/mL at 20 °C
2155,7741.0,C1=C(NN=C1)CCN,1.56e+02 g/L,1.56e+02 g/L
2156,7742.0,CCCC1CCC(=O)O1,miscible with alcohol and most fixed oils,miscible with alcohol and most fixed oils
2157,7745.0,CCCC(C)CO,0.06 M,SOL IN ALCOHOL; ETHER; ACETONE
2158,7746.0,CCCC(C#C)O,0.39 M,
2159,7748.0,CCOC(=O)CBr,"Insoluble in water, soluble in acetone, miscible in ethanol and ethyl ether.","Insoluble in water, soluble in acetone, miscible in ethanol and ethyl ether."
2160,7749.0,CCC(=O)OCC,0.19 M,SOLUBLE IN MOST ORGANIC SOLVENTS
2161,7751.0,CCOC(=O)CCl,0.16 M,"Insol in water; miscible with alc, ether"
2162,7752.0,CCOC(=O)NC,"greater than or equal to 100 mg/mL at 68° F (NTP, 1992)","greater than or equal to 100 mg/mL at 68 °F (NTP, 1992)"
2163,7753.0,CCC(C)CC(C)N,"In water, 1.5X10+4 mg/L at 25 °C (est)","Slightly soluble in water; very soluble in ethanol, ether, chloroform and dilute acid"
2164,7755.0,CCC(C)CC(=O)O,5266 mg/L @ 25 °C (est),
2165,7757.0,CC(=O)CC(=O)OC,4.31 M,Soluble in 2 parts water; miscible with alcohol and ether
2166,7758.0,CCC(C)OC(=O)C,"0.8 % (NIOSH, 2016)","0.8 % (NIOSH, 2024)"
2167,7761.0,CCOC(=O)CC(=O)OCC,"In water, 20 g/L at 20 °C","In water, 20 g/L at 20 °C"
2168,7762.0,CCCC(=O)OCC,0.05 M,"In water, 4.9X10+3 mg/L at 20 °C"
2169,7764.0,CCOC(=O)CC#N,0.18 M,"Very soluble in ethyl ether, ethanol"
2170,7765.0,CCOC(C)OCC,0.37 M,"MISCIBLE WITH ALCOHOL, 60% ALCOHOL, ETHER; SOL IN HEPTANE, METHYLCYCLOHEXANE, ETHYL ACETATE; PROPYL, ISOPROPYL, BUTYL & ISOBUTYL ALCOHOLS; 100 G WATER DISSOLVE 5 G ACETAL"
2171,7766.0,CCOC(=O)OCC,"Insoluble (NTP, 1992)","Insoluble (NTP, 1992)"
2172,7767.0,CN(CCO)CCO,"Very soluble (NTP, 1992)","Very soluble (NTP, 1992)"
2173,7768.0,C1CCC(=O)NCC1,"greater than or equal to 100 mg/mL at 68.9° F (NTP, 1992)","greater than or equal to 100 mg/mL at 68.9 °F (NTP, 1992)"
2174,7769.0,CC(C)OC(=O)OOC(=O)OC(C)C,"Almost insol in water; miscible with aliphatic and aromatic hydrocarbons, esters, ethers and chlorinated hydrocarbons","Almost insol in water; miscible with aliphatic and aromatic hydrocarbons, esters, ethers and chlorinated hydrocarbons"
2175,7770.0,CCCC(=O)OCCC,1.62 mg/mL at 17 °C,1.62 mg/mL at 17 °C
2176,7771.0,CC1=CC(=C(C=C1)O)C,"less than 1 mg/mL at 64° F (NTP, 1992)","less than 1 mg/mL at 64 °F (NTP, 1992)"
2177,7772.0,CCC(=O)OCCC(C)C,356.7 mg/L @ 25 °C (est),"Soluble in ethanol and most fixed oils, insoluble in glycerol, propylene glycol and water"
2178,7773.0,CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,Insol in water; slightly sol in alc,Insol in water; slightly sol in alc
2179,7775.0,CCCCCC(=O)OCC(C)C,1 ml in 2 ml 80% alcohol (in ethanol),1 ml in 2 ml 80% alcohol (in ethanol)
